,1887,-0.68,-1.02,-1.17,-1.18,-1.14,-0.56,-0.55,-0.62,-0.34,-0.12,0.04,0.15
,1888,0.15,0.66,0.4,0.3,0.47,0.4,0.56,0.93,0.58,1.42,2.21,1.67
,1889,1.98,1.47,0.83,0.46,0.32,0.09,-0.76,-0.99,-0.92,-1.31,-1.08,-1.25
,1890,-2.49,-2.11,-1.15,-1.14,-1,-0.86,-0.92,-1.38,-1.29,-1.26,-1.07,-0.68
,1891,-0.45,-0.25,-0.07,0.15,0.13,0.29,0.11,0.05,-0.08,-0.03,0.06,0.01
,1892,-0.5,-0.34,-0.58,-0.65,-0.72,-0.57,-0.62,-0.63,-1.07,-1.54,-1.62,-1.18
,1893,-1.23,-1.16,-1.24,-1.3,-1.32,-1.19,-1.32,-1.29,-1.28,-1.36,-1.3,-1
,1894,-1.09,-1.13,-1.06,-0.92,-1,-0.84,-0.88,-0.8,-1.1,-0.82,-0.92,-0.48
,1895,-0.73,-0.49,-0.4,-0.17,-0.03,-0.21,-0.26,0.36,0.42,0.32,0.44,0.48
,1896,0.16,0.09,0.15,-0.01,-0.04,-0.21,0.43,1.05,1.04,1.1,1.51,1.55
,1897,1.49,1.14,0.54,-0.22,-0.17,-0.02,0.07,-0.15,-0.24,-0.57,-0.61,-0.4
,1898,-0.51,-0.57,-0.79,-0.61,-0.59,-0.28,-0.63,-0.76,-0.19,-0.33,-0.66,-0.78
,1899,-0.75,-0.71,-0.56,-0.34,0.04,0.09,-0.02,0.63,0.43,0.92,1.29,1.51
,1900,1.41,1.29,0.99,0.66,0.54,0.76,0.75,0.78,0.56,0.42,0.14,0.6
,1901,0.82,0.29,0.05,-0.13,-0.19,-0.26,-0.3,-0.38,-0.3,-0.31,-0.39,-0.35
,1902,-0.5,-0.26,-0.27,0.2,0.47,0.77,1.44,1.21,1.44,1.4,1.54,1.39
,1903,1.33,0.93,0.79,0.36,-0.1,0.29,-0.49,-0.32,-0.6,-0.42,-0.76,-1.02
,1904,-0.73,-0.79,-0.85,-0.72,-0.4,0.14,0.75,0.54,0.01,0.91,0.15,0.86
,1905,0.68,0.72,0.92,0.29,1.08,0.59,0.82,1.04,1.42,1.12,0.83,1.17
,1906,0.89,0.67,0.8,0.45,0.02,0.15,-0.49,-0.37,-0.81,-0.87,-0.33,-0.51
,1907,-0.57,-0.41,-0.43,-0.56,-0.47,-0.41,-0.55,-0.65,0.13,-0.25,-0.25,-0.09
,1908,-0.27,0.07,-0.63,-0.55,-0.45,-0.22,-0.63,-0.4,-0.52,-0.5,-0.88,-1.15
,1909,-0.29,-0.88,-0.54,-0.68,-0.36,-1.1,-1,-0.97,-0.85,-1.24,-1.5,-1.08
,1910,-0.93,-0.64,-0.79,-1.17,-1.41,-1.04,-0.88,-0.9,-1.29,-0.94,-0.53,-0.64
,1911,-0.57,-0.58,-0.82,-1.11,-1.05,-0.64,-0.22,-0.28,0.22,0.2,0.84,0.96
,1912,1.55,0.83,0.69,0.58,0,-0.24,-0.1,-0.4,0.09,-0.13,0.16,-0.49
,1913,-0.2,0.18,0.16,-0.77,-0.28,-0.16,-0.15,-0.09,0.05,0.03,0.8,0.85
,1914,0.7,0.8,0.32,0.69,0.01,0.08,0.53,0.92,0.68,0.26,0.3,0.68
,1915,0.88,0.65,0.49,0.47,0.52,1.1,0.07,0.05,0.17,0.24,-0.15,-0.23
,1916,-0.12,-0.61,-0.54,-0.63,-0.23,-0.36,-1.11,-1.48,-1.36,-1.36,-1.72,-1.64
,1917,-1.56,-1.2,-0.64,-0.29,-0.3,-0.04,-0.05,0.15,-0.03,0.04,-0.43,-0.72
,1918,-0.84,-0.82,-0.96,-0.56,-0.17,0.37,-0.07,0.12,0.41,0.93,1.23,1.3
,1919,1.6,1.24,0.9,0.69,0.63,0.61,0.4,0.62,0.5,0.13,-0.37,0.34
,1920,0.64,0.6,0.53,-0.16,-0.21,0.29,0.15,0.13,0.27,0.48,-0.08,-0.01
,1921,0.43,-0.52,-1.42,-0.55,-0.92,-0.21,-0.27,-0.29,-0.17,0.04,-1.03,-0.5
,1922,-0.54,-0.07,0.08,-0.54,0.22,-0.44,-0.44,-0.78,-0.38,-0.26,-0.31,-0.53
,1923,-0.41,-0.76,-0.85,-0.55,-0.25,-0.15,-0.2,0.2,0.64,0.79,0.87,1.02
,1924,0.46,0.63,0.39,-0.02,-0.85,-0.67,-0.98,-0.78,-0.86,-0.46,-1.09,-0.66
,1925,-1.03,-0.47,-0.53,-0.52,-0.4,-0.18,0.5,0.68,0.77,0.85,1,1.6
,1926,1.52,1.29,1.19,1.01,0.83,0.61,0.63,0.15,-0.07,-0.39,-0.27,-0.23
,1927,0.1,0.23,-0.18,-0.27,-0.59,-0.15,-0.31,-0.09,-0.16,0.27,-0.04,0.25
,1928,0.47,0.21,-0.24,-0.22,-0.04,-0.26,0.02,-0.28,-0.13,-0.12,-0.17,-0.03
,1929,-0.15,-0.08,-0.15,-0.15,-0.17,0.13,-0.02,0.1,0.3,0.4,0.18,0.63
,1930,0.35,0.39,0.29,0.41,-0.04,0.27,0.64,0.68,1.28,1.14,1.79,1.41
,1931,1.49,1.33,1.18,0.96,0.63,0.48,0.4,0.15,-0.42,-0.22,-0.27,-0.28
,1932,-0.42,-0.19,0.25,0.25,0.28,0.19,-0.11,0.09,0.02,0.02,-0.04,-0.41
,1933,-0.21,-0.08,-0.2,0.01,-0.4,-0.86,-0.66,-0.94,-0.77,-1.1,-1.06,-1.21
,1934,-0.93,-0.87,-0.95,-0.42,-0.49,-0.33,-0.43,-0.33,-0.52,-0.26,-0.11,-0.24
,1935,-0.32,-0.19,-0.28,-0.32,-0.54,-0.4,-0.65,0.06,0.08,0.28,0.28,-0.04
,1936,0.74,0.49,0,0.29,-0.07,-0.35,-0.34,-0.32,-0.1,0.38,-0.03,0.63
,1937,-0.3,0.3,0.25,0.21,-0.43,-0.3,0.09,-0.2,0.17,-0.1,0.21,0.22
,1938,-0.21,0.23,-0.06,0.09,-0.33,-0.88,-0.98,-0.81,-0.28,-0.75,-0.72,-0.79
,1939,-0.67,-0.95,-0.85,-0.27,-0.25,0.05,0.25,0.06,0.43,-0.47,0.32,0.05
,1940,1.18,1.38,1.19,0.8,0.34,0.55,0.21,0.75,0.05,0.32,0.7,1.39
,1941,1.38,1.34,1.41,1.36,1.32,0.88,0.73,0.79,0.68,0.99,1.17,1.27
,1942,0.61,0.53,0.25,0.57,-0.1,-0.52,-0.55,-0.96,-1.17,-1.32,-1.5,-1.24
,1943,-1.2,-1.18,-1.1,-0.6,-0.36,-0.11,-0.09,0.05,-0.24,-0.44,-0.5,-0.42
,1944,-0.42,0.16,-0.21,0.11,0.14,0.04,0.08,0,-0.31,-0.22,-0.35,-0.26
,1945,-0.36,-0.47,-0.79,-0.76,-0.46,-0.59,-0.61,-0.84,-0.82,-0.86,-0.42,-0.54
,1946,-0.44,-0.24,-0.36,-0.48,-0.39,0.15,0.03,-0.52,-0.19,-0.01,-0.18,0.03
,1947,0.39,-0.13,0.28,-0.07,-0.55,0.07,-0.39,-0.37,-1.05,-0.82,-0.73,0.18
,1948,0.05,0.37,0.63,0.25,0.31,0.06,-0.06,-0.02,-0.02,-0.68,-0.3,0.38
,1949,-0.46,0.26,-0.55,0.19,-0.07,-0.72,-0.39,-0.32,-0.65,-0.72,-1.33,-1.2
,1950,-1.05,-1.5,-1.07,-0.91,-1.3,-0.86,-1.08,-0.63,-1.1,-0.83,-1.38,-1.04
,1951,-1.13,-0.74,-0.77,-0.17,-0.1,-0.09,0.66,0.9,0.67,0.79,0.78,0.71
,1952,0.39,0.24,0.04,0.41,-0.38,-0.66,-0.59,-0.42,-0.35,-0.04,-0.32,-0.55
,1953,0.36,0.24,0.22,0.77,0.35,0.41,0.2,0.04,0.67,0.11,0.31,0.15
,1954,0.39,0.21,0.01,-0.32,-0.53,-0.8,-1.02,-1.08,-1.03,-0.91,-1.17,-0.79
,1955,-0.66,-0.79,-0.8,-0.95,-1.23,-1.2,-1.32,-0.91,-1.33,-1.59,-1.91,-1.52
,1956,-1.23,-0.98,-0.93,-0.78,-0.59,-0.83,-0.94,-0.81,-0.91,-0.69,-1.01,-0.58
,1957,-0.56,-0.24,0.08,0.42,0.45,0.53,0.69,0.79,0.53,0.74,1.09,1.18
,1958,1.54,1.4,0.99,0.31,0.32,0.3,0.04,0.24,-0.31,-0.03,0.05,0.3
,1959,0.43,0.5,0.26,0.27,-0.01,-0.33,-0.28,-0.41,-0.53,0.11,-0.17,-0.05
,1960,0.02,-0.24,-0.08,0.01,0.05,-0.2,-0.25,0,0.03,-0.07,-0.38,0.02
,1961,-0.15,0.04,-0.1,0.13,-0.01,0.1,-0.32,-0.25,-0.52,-0.71,-0.19,-0.29
,1962,-0.25,-0.16,-0.41,-0.32,-0.42,-0.22,-0.3,-0.13,-0.56,-0.33,-0.43,-0.49
,1963,-0.32,-0.26,-0.06,-0.06,0,0.12,0.72,0.9,0.65,0.84,0.75,1.05
,1964,0.76,0.55,-0.16,-0.53,-0.74,-0.88,-0.65,-0.76,-0.93,-1,-1.1,-1.07
,1965,-0.57,-0.36,-0.34,-0.09,0.19,0.45,0.81,1.25,1.26,1.61,1.54,1.45
,1966,1.13,0.83,0.83,0.54,-0.06,0.14,0.23,-0.1,-0.05,-0.05,-0.37,-0.26
,1967,-0.55,-0.56,-0.47,-0.53,-0.24,-0.12,-0.1,-0.31,-0.59,-0.38,-0.34,-0.35
,1968,-0.6,-0.74,-0.76,-0.47,-0.44,0.19,0.31,0.33,0.05,0.32,0.76,0.76
,1969,0.9,1.02,0.61,0.33,0.39,0.26,0.1,0.52,0.47,0.66,0.75,0.68
,1970,0.55,0.36,0.26,0.18,0.01,-0.3,-0.98,-0.95,-0.78,-0.65,-0.85,-1.11
,1971,-1.47,-1.28,-1.29,-0.97,-0.82,-0.78,-0.64,-0.65,-0.75,-0.78,-0.85,-0.89
,1972,-0.58,-0.22,-0.25,0.21,0.33,0.66,0.83,1.3,1.19,1.77,1.87,2.19
,1973,1.6,1.08,0.58,-0.07,-0.56,-0.86,-1.14,-1.21,-1.4,-1.58,-2.07,-2.18
,1974,-2.02,-1.5,-1.44,-1,-0.79,-0.7,-0.65,-0.32,-0.35,-0.75,-0.96,-0.86
,1975,-0.37,-0.33,-0.59,-0.59,-1,-1.25,-1.24,-1.16,-1.44,-1.47,-1.46,-1.64
,1976,-1.8,-1.05,-0.68,-0.42,-0.49,0,0.15,0.31,0.57,0.86,0.88,0.64
,1977,0.84,0.55,0.4,-0.25,-0.03,0.36,0.45,0.25,0.44,0.89,1.03,1.09
,1978,0.72,0.51,0.06,-0.37,-0.49,-0.45,-0.48,-0.62,-0.6,-0.34,-0.15,0.07
,1979,0.05,0.09,0.13,0.17,-0.09,0.04,-0.2,0.21,0.48,0.32,0.35,0.69
,1980,0.55,0.33,0.09,0.2,0.13,0.37,0.02,-0.23,-0.12,-0.11,0.1,0.36
,1981,-0.45,-0.45,-0.02,-0.17,-0.11,-0.15,-0.43,-0.18,-0.07,-0.03,-0.27,0.07
,1982,-0.04,-0.13,-0.02,0.24,0.65,0.92,0.64,0.93,1.39,2,2.07,2.33
,1983,2.43,2.22,1.69,1.12,1.12,0.62,-0.11,-0.13,-0.5,-1.03,-1.13,-0.95
,1984,-0.8,-0.53,-0.48,-0.6,-0.64,-0.9,-0.4,-0.4,-0.35,-0.83,-1.18,-1.53
,1985,-0.89,-0.91,-0.96,-0.98,-0.9,-0.76,-0.61,-0.49,-0.57,-0.64,-0.43,-0.4
,1986,-0.79,-0.64,-0.51,-0.41,-0.47,-0.08,0.16,0.24,0.59,0.9,1.04,0.98
,1987,1.19,1.17,1.24,0.89,0.91,1.24,1.34,1.48,1.53,1.36,1.29,1.05
,1988,0.69,0.35,0.29,-0.49,-1.05,-1.46,-1.54,-1.44,-1.33,-2.09,-2.18,-1.98
,1989,-1.95,-1.37,-1.33,-1.11,-0.8,-0.64,-0.47,-0.58,-0.38,-0.4,-0.3,-0.13
,1990,0.02,0.36,0.2,0.26,0.32,0,0.15,0.17,0.12,0.13,0.08,0.32
,1991,0.51,0.32,0.1,0.21,0.44,0.65,0.62,0.43,0.22,0.91,1.14,1.62
,1992,1.61,1.62,1.5,1.41,1.27,0.53,0.27,-0.15,-0.14,-0.35,-0.14,0.04
,1993,0.28,0.42,0.47,0.92,0.93,0.64,0.33,0.16,0.26,0.36,0.28,0.19
,1994,0.03,-0.16,-0.06,0.03,0.14,0.27,0.16,0.52,0.4,0.9,1.14,1.21
,1995,1.1,0.87,0.49,0.27,0.03,0.08,0.03,-0.38,-0.57,-0.72,-0.78,-0.72
,1996,-0.65,-0.66,-0.48,-0.34,-0.4,-0.12,-0.14,-0.3,-0.34,-0.28,-0.3,-0.43
,1997,-0.43,-0.24,-0.06,0.34,0.87,1.15,1.6,1.94,2.1,2.29,2.42,2.3
,1998,2.42,2.08,1.49,0.9,0.68,-0.39,-0.73,-0.83,-0.82,-1.19,-1.23,-1.51
,1999,-1.53,-1.41,-0.92,-0.81,-0.87,-0.95,-0.84,-0.98,-0.84,-1.03,-1.41,-1.54
,2000,-1.79,-1.53,-1.26,-0.8,-0.8,-0.75,-0.57,-0.36,-0.39,-0.55,-0.75,-0.92
,2001,-0.88,-0.63,-0.48,-0.3,-0.3,-0.11,0.01,-0.07,-0.28,-0.26,-0.28,-0.46
,2002,-0.14,0,0.11,0.14,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41
,2003,0.98,0.64,0.48,-0.03,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32
,2004,0.26,0.17,-0.1,0.06,0.1,0.14,0.41,0.66,0.67,0.73,0.62,0.71
,2005,0.56,0.26,0.28,0.28,0.3,0.22,-0.01,-0.04,-0.08,-0.15,-0.44,-0.75
,2006,-0.98,-0.71,-0.73,-0.3,-0.11,0.09,0.03,0.37,0.63,0.76,0.98,1.1
,2007,0.59,0.12,-0.15,-0.16,-0.39,-0.16,-0.37,-0.57,-1.04,-1.4,-1.58,-1.61
,2008,-1.79,-1.7,-1.17,-0.89,-0.64,-0.44,-0.04,-0.04,-0.28,-0.3,-0.37,-0.9
,2009,-1,-0.71,-0.72,-0.25,0.17,0.49,0.69,0.62,0.68,0.96,1.49,1.81
,2010,1.43,1.18,1.07,0.56,-0.15,-0.62,-0.89,-1.33,-1.56,-1.65,-1.57,-1.63
,2011,-1.7,-1.26,-0.98,-0.74,-0.53,-0.25,-0.23,-0.66,-0.76,-0.93,-1.09,-1.05
,2012,-0.93,-0.61,-0.48,-0.29,-0.18,0.14,0.44,0.66,0.44,0.23,0.33,-0.13
,2013,-0.42,-0.4,-0.14,-0.08,-0.28,-0.33,-0.28,-0.29,-0.09,-0.24,-0.02,-0.09
,2014,-0.42,-0.45,-0.07,0.28,0.45,0.48,0.13,0.14,0.37,0.48,0.89,0.77
,2015,0.59,0.57,0.48,0.9,1.04,1.28,1.56,1.87,2.01,2.21,2.57,2.56
,2016,2.56,2.11,1.6,1.05,0.45,0.06,-0.25,-0.48,-0.46,-0.75,-0.63,-0.51
,2017,-0.34,-0.01,-0.09,0.22,0.3,0.22,0.22,-0.18,-0.56,-0.52,-0.84,-0.85
,2018,-0.86,-0.73,-0.73,-0.36,-0.12,0.12,0.27,0.05,0.3,0.84,1,0.97
,2019,0.51,0.62,0.81,0.67,0.61,0.66,0.41,0.19,0.11,0.55,0.74,0.51
,2020,0.64,0.48,0.36,0.49,-0.12,-0.21,-0.04,-0.42,-0.66,-1.19,-1.01,-0.98
,2021,-1.04,-0.94,-0.72,-0.55,-0.41,-0.06,-0.2,-0.38,-0.5,-0.78,-99.99,-99.99
